order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered
472504,Rush Ny Buffalo,2023-01-18,2023-01-21,1
472512,Rush Columbia Missouri,2023-01-18,2023-01-21,4
472516,Rush Coastal Perdido,2023-01-18,2023-01-25,4
472523,Rush Southwest Missouri,2023-01-18,2023-01-20,6
472530,Rush Idaho,2023-01-18,2023-01-21,4
472546,Rush Florida,2023-01-18,2023-01-24,13
472549,Rush Virginia,2023-01-18,2023-01-21,1
472553,Rush Iowa,2023-01-18,2023-02-02,5
472559,Rush Hillsboro,2023-01-18,2023-01-24,1
472566,Rush Mountain,2023-01-18,2023-01-21,4
472569,Rush Missouri,2023-01-18,2023-01-23,2
472594,Rush Pennsylvania,2023-01-18,2023-02-23,9
472597,Rush Virginia,2023-01-18,2023-01-20,1
472603,Rush Southwest Missouri,2023-01-19,2023-01-23,18
472610,Rush North Denver,2023-01-19,2023-01-23,9
472616,Rush Maryland,2023-01-19,2023-01-20,3
472626,Rush Colorado,2023-01-19,2023-02-10,3
472628,Rush Michigan Northville,2023-01-19,2023-01-24,8
472630,Rush Michigan Northville,2023-01-19,2023-01-20,2
472635,Rush Pensacola Fc,2023-01-19,2023-02-09,2
472644,Rush Colorado,2023-01-19,2023-01-21,2
472646,Rush Pensacola Fc,2023-01-19,2023-02-09,5
472653,Rush Pensacola Fc,2023-01-19,2023-01-24,3
472659,Rush Pensacola Fc,2023-01-19,2023-02-01,5
472660,Rush Pensacola Fc,2023-01-19,2023-01-20,1
472678,Rush Chicago South,2023-01-19,2023-01-24,5
472679,Rush Columbia Missouri,2023-01-19,2023-02-13,3
472681,Rush North Carolina,2023-01-19,2023-01-20,2
472708,Rush Ny Syracuse,2023-01-19,2023-01-23,9
472737,Rush Missouri,2023-01-19,2023-01-25,12
472738,Rush Ct East Shoreline,2023-01-19,2023-02-09,16
472742,Rush Gateway,2023-01-19,2023-01-21,3
472746,Rush Gateway,2023-01-19,2023-01-21,3
472747,Rush Missouri,2023-01-19,2023-01-20,2
472768,Rush Union Georgia,2023-01-19,2023-01-23,8
472769,Rush West Texas,2023-01-19,2023-02-15,4
472770,Rush Hawaii,2023-01-19,2023-01-25,7
472774,Rush Hawaii,2023-01-19,2023-01-26,3
472776,Rush Missouri,2023-01-19,2023-02-06,15
472782,Rush Coaches,2023-01-19,2023-02-13,1
472790,Rush Hawaii,2023-01-19,2023-02-09,6
472791,Rush Virginia,2023-01-19,2023-01-30,2
472826,Rush Kansas,2023-01-19,2023-01-26,4
472829,Rush Tennessee Lobos,2023-01-19,2023-02-06,4
472838,Rush Wisconsin West,2023-01-19,2023-02-01,1
472857,Rush Union Georgia,2023-01-19,2023-02-09,12
472864,Rush Cajun Lafayette,2023-01-19,2023-01-26,5
472882,Rush Tennessee Lobos,2023-01-19,2023-02-03,4
472883,Rush Florida,2023-01-19,2023-01-26,4
472897,Rush Mountain,2023-01-19,2023-01-24,8
472906,Rush Ct East Shoreline,2023-01-19,2023-02-10,12
472915,Rush Southwest Missouri,2023-01-19,2023-02-22,12
472918,Rush Gateway,2023-01-19,2023-01-26,3
472933,Rush Coastal Bayside,2023-01-19,2023-02-07,5
472935,Rush California,2023-01-19,2023-02-23,17
472962,Rush Ny Albany,2023-01-19,2023-01-27,14
472982,Rush Coastal Perdido,2023-01-20,2023-02-10,2
472985,Rush Idaho,2023-01-20,2023-02-15,8
472990,Rush Pikes Peak,2023-01-20,2023-02-07,8
472993,Rush Fremont,2023-01-20,2023-02-03,3
473000,Rush Florida,2023-01-20,2023-02-01,1
473005,Rush Bluffton,2023-01-20,2023-01-24,3
473006,Rush Florida,2023-01-20,2023-01-25,4
473007,Rush Union Georgia,2023-01-20,2023-02-01,2
473021,Rush Michigan Lansing,2023-01-20,2023-01-26,9
473029,Rush Maryland Montgomery,2023-01-20,2023-01-27,1
473040,Rush Coastal Perdido,2023-01-20,2023-01-27,3
473057,Rush Idaho,2023-01-20,2023-02-07,5
473060,Rush Gateway,2023-01-20,2023-02-17,2
473062,Rush Ny Syracuse,2023-01-20,2023-02-07,10
473069,Rush Tennessee Lobos,2023-01-20,2023-01-25,6
473071,Rush Pensacola Fc,2023-01-20,2023-02-09,2
473075,Rush Ct West Stateline,2023-01-20,2023-02-23,10
473078,Rush Ct West Stateline,2023-01-20,2023-01-26,5
473081,Rush Pensacola Fc,2023-01-20,2023-02-01,1
473085,Rush Missouri,2023-01-20,2023-02-07,6
473090,Rush Tennessee Lobos,2023-01-20,2023-01-26,5
473093,Rush Ny Syracuse,2023-01-20,2023-01-25,15
473100,Rush Hawaii,2023-01-20,2023-06-15,9
473104,Rush Mississippi,2023-01-20,2023-02-01,1
473112,Rush Florida,2023-01-20,2023-02-06,3
473122,Rush National Soccer,2023-01-20,2023-02-22,3
473125,Rush Virginia,2023-01-20,2023-02-10,3
473138,Rush Coaches,2023-01-20,2023-02-09,2
473145,Rush Colorado,2023-01-20,2023-02-01,10
473150,Rush Tennessee Lobos,2023-01-20,2023-01-25,4
473170,Rush New Mexico,2023-01-20,2023-02-15,4
473185,Rush Ny Syracuse,2023-01-20,2023-02-03,1
473186,Rush Southwest Missouri,2023-01-20,2023-01-24,1
473234,Rush Mississippi,2023-01-20,2023-02-03,2
473235,Rush Southwest Missouri,2023-01-20,2023-01-30,2
473239,Rush Tennessee Lobos,2023-01-20,2023-01-27,4
473240,Rush Pennsylvania,2023-01-20,2023-02-03,1
473242,Rush Ct East Shoreline,2023-01-20,2023-02-03,2
473253,Rush Kentucky Hardin,2023-01-20,2023-02-23,6
473255,Rush Alaska,2023-01-20,2023-02-03,3
473258,Rush Hawaii,2023-01-20,2023-02-09,4
473264,Rush Missouri,2023-01-20,2023-01-26,11
473265,Rush Virginia,2023-01-20,2023-01-24,4
473276,Rush Iowa,2023-01-20,2023-01-24,4
473278,Rush Hawaii,2023-01-21,2023-01-25,1
473298,Rush Ny Albany,2023-01-21,2023-01-26,12
473300,Rush Ny Albany,2023-01-21,2023-02-08,12
473302,Rush Flatirons,2023-01-21,2023-01-26,4
473303,Rush New Mexico,2023-01-21,2023-02-01,2
473304,Rush Southern Maryland,2023-01-21,2023-02-07,44
473307,Rush Southern Maryland,2023-01-21,2023-01-26,5
473315,Rush Hawaii,2023-01-21,2023-01-25,6
473336,Rush Florida,2023-01-21,2023-02-14,9
473339,Rush Gateway,2023-01-21,2023-02-07,5
473342,Rush Gateway,2023-01-21,2023-02-01,1
473358,Rush Maryland Montgomery,2023-01-21,2023-01-26,2
473373,Rush Hawaii,2023-01-21,2023-01-25,9
473381,Rush Quad Cities,2023-01-21,2023-02-20,11
473389,Rush Missouri,2023-01-21,2023-02-10,1
473428,Rush Mississippi,2023-01-21,2023-02-03,3
473430,Rush Hawaii,2023-01-21,2023-02-01,2
473435,Rush California,2023-01-21,2023-02-08,5
473436,Rush Idaho,2023-01-21,2023-02-10,4
473443,Rush Gateway,2023-01-21,2023-01-26,1
473453,Rush Florida,2023-01-21,2023-02-10,6
473459,Rush Idaho,2023-01-21,2023-02-03,4
473460,Rush Missouri,2023-01-21,2023-02-10,1
473462,Rush Quad Cities,2023-01-21,2023-01-27,8
473463,Rush Coastal Bayside,2023-01-21,2023-02-06,1
473474,Rush Virginia,2023-01-21,2023-02-10,4
473478,Rush Alaska,2023-01-21,2023-01-26,4
473483,Rush Ny Rochester,2023-01-21,2023-02-10,5
473527,Rush Twin Cities,2023-01-22,2023-02-03,4
473540,Rush Idaho,2023-01-22,2023-02-02,3
473553,Rush Ct West Stateline,2023-01-22,2023-02-23,8
473565,Rush Coastal Perdido,2023-01-22,2023-02-03,2
473566,Rush Gateway,2023-01-22,2023-02-10,4
473570,Rush Idaho,2023-01-22,2023-01-26,5
473572,Rush United Fc,2023-01-22,2023-02-03,6
473576,Rush Iowa,2023-01-22,2023-02-20,1
473577,Rush Missouri,2023-01-22,2023-01-27,8
473578,Rush United Fc,2023-01-22,2023-02-08,7
473579,Rush Florida,2023-01-22,2023-02-10,6
473591,Rush Tennessee Lobos,2023-01-22,2023-02-03,3
473606,Rush Twin Cities,2023-01-22,2023-02-01,2
473607,Rush National Soccer,2023-01-22,2023-01-26,3
473609,Rush Ct West Stateline,2023-01-22,2023-02-01,4
473613,Rush Coastal Perdido,2023-01-22,2023-02-03,1
473627,Rush Missouri,2023-01-22,2023-02-03,1
473647,Rush Ct West Stateline,2023-01-22,2023-02-01,2
473655,Rush Union Georgia,2023-01-22,2023-02-06,2
473673,Rush Tennessee Lobos,2023-01-22,2023-02-10,4
473676,Rush Tennessee Lobos,2023-01-22,2023-02-03,3
473687,Rush San Jose,2023-01-22,2023-02-03,2
473688,Rush Alaska,2023-01-22,2023-02-01,1
473692,Rush Ct East Shoreline,2023-01-22,2023-02-23,9
473711,Rush San Jose,2023-01-22,2023-03-03,1
473712,Rush Chicago North,2023-01-22,2023-02-04,2
473719,Rush Minnesota,2023-01-22,2023-02-20,3
473742,Rush Chicago North,2023-01-22,2023-02-01,1
473756,Rush Tennessee Lobos,2023-01-22,2023-02-10,5
473765,Rush Colorado,2023-01-22,2023-02-03,1
473773,Rush Union Georgia,2023-01-23,2023-01-27,7
473792,Rush Ct East Shoreline,2023-01-23,2023-02-08,6
473795,Rush Ac Delray,2023-01-23,2023-02-01,2
473802,Rush Ny Buffalo,2023-01-23,2023-01-27,5
473804,Rush Twin Cities,2023-01-23,2023-01-27,4
473809,Rush Tennessee Lobos,2023-01-23,2023-01-30,4
473811,Rush Missouri,2023-01-23,2023-02-03,4
473823,Rush Mississippi,2023-01-23,2023-02-03,2
473827,Rush Southwest Missouri,2023-01-23,2023-02-23,7
473832,Rush Minnesota,2023-01-23,2023-02-03,4
473836,Rush Chicago North,2023-01-23,2023-02-06,1
473841,Rush Ac Delray,2023-01-23,2023-02-06,6
473860,Rush Florida,2023-01-23,2023-01-27,8
473869,Rush New Mexico,2023-01-23,2023-02-01,1
473873,Rush Wisconsin,2023-01-23,2023-02-09,3
473874,Rush Quad Cities,2023-01-23,2023-01-24,1
473883,Rush Tennessee Lobos,2023-01-23,2023-01-27,6
473909,Rush Cajun Lafayette,2023-01-23,2023-02-03,2
473921,Rush Flatirons,2023-01-23,2023-02-06,2
473933,Rush Florida,2023-01-23,2023-02-03,4
473937,Rush Southern Maryland,2023-01-23,2023-02-09,5
473946,Rush Iowa,2023-01-23,2023-02-01,3
473965,Rush Ct East Shoreline,2023-01-23,2023-01-27,9
473984,Rush Union Georgia,2023-01-23,2023-01-26,8
473992,Rush Ct East Shoreline,2023-01-23,2023-02-01,2
473996,Rush Virginia,2023-01-23,2023-01-27,1
474007,Rush New Mexico,2023-01-23,2023-02-20,7
474009,Rush Michigan Lansing,2023-01-23,2023-02-03,1
474012,Rush Florida,2023-01-23,2023-01-30,4
474013,Rush Iowa,2023-01-23,2023-02-03,4
474050,Rush Florida,2023-01-23,2023-01-27,4
474054,Rush Florida,2023-01-23,2023-02-06,4
474067,Rush Union Georgia,2023-01-23,2023-01-27,4
474083,Rush Florida,2023-01-23,2023-02-06,13
474087,Rush Florida,2023-01-24,2023-02-01,6
474091,Rush United Fc,2023-01-24,2023-02-09,7
474093,Rush Virginia,2023-01-24,2023-01-27,4
474107,Rush Missouri,2023-01-24,2023-03-03,3
474117,Rush Coastal Bayside,2023-01-24,2023-02-03,2
474120,Rush Kansas Wichita,2023-01-24,2023-02-09,12
474148,Rush Colorado,2023-01-24,2023-03-10,1
474152,Rush Michigan Lansing,2023-01-24,2023-02-23,5
474159,Rush Florida,2023-01-24,2023-01-30,3
474168,Rush Southwest Missouri,2023-01-24,2023-02-23,12
474170,Rush Wisconsin South East,2023-01-24,2023-02-09,8
474179,Rush Hawaii,2023-01-24,2023-02-06,3
474180,Rush Hawaii,2023-01-24,2023-01-27,6
474189,Rush Wisconsin West,2023-01-24,2023-02-10,6
474192,Rush Missouri,2023-01-24,2023-01-26,5
474194,Rush Kansas,2023-01-24,2023-01-31,6
474241,Rush United Fc,2023-01-24,2023-02-08,7
474248,Rush Minnesota,2023-01-24,2023-02-06,3
474258,Rush North Carolina,2023-01-24,2023-02-23,6
474268,Rush Coastal Perdido,2023-01-24,2023-02-23,4
474270,Rush Coastal Bayside,2023-01-24,2023-02-06,1
474273,Rush Union Georgia,2023-01-24,2023-02-15,4
474277,Rush Hawaii,2023-01-24,2023-02-07,7
474280,Rush New Mexico,2023-01-24,2023-02-01,2
474283,Rush Idaho,2023-01-24,2023-03-03,5
474293,Rush Hawaii,2023-01-24,2023-02-06,7
474309,Rush National Soccer,2023-01-24,2023-02-02,1
474312,Rush Union Georgia,2023-01-24,2023-02-02,14
474315,Rush United Fc,2023-01-24,2023-02-07,8
474317,Rush Union Georgia,2023-01-24,2023-02-07,5
474321,Rush Tennessee Lobos,2023-01-24,2023-02-01,2
474338,Rush Pensacola Fc,2023-01-24,2023-02-06,1
474351,Rush Idaho,2023-01-24,2023-01-30,5
474359,Rush Union Georgia,2023-01-24,2023-02-08,4
474377,Rush Pikes Peak,2023-01-24,2023-02-22,12
474379,Rush Twin Cities,2023-01-24,2023-02-07,3
474380,Rush Cajun Lafayette,2023-01-24,2023-03-03,9
474388,Rush Florida,2023-01-24,2023-01-27,3
474389,Rush Flatirons,2023-01-24,2023-02-10,4
474391,Rush Florida,2023-01-24,2023-01-27,3
474397,Rush Idaho,2023-01-24,2023-02-09,1
474403,Rush Mountain,2023-01-24,2023-02-07,2
474410,Rush Ct West Stateline,2023-01-24,2023-03-03,2
474412,Rush Ct West Elite,2023-01-24,2023-02-01,1
474415,Rush Ac Delray,2023-01-24,2023-03-06,7
474417,Rush Colorado,2023-01-24,2023-03-07,1
474420,Rush Tennessee Lobos,2023-01-24,2023-01-27,3
474423,Rush Hawaii,2023-01-24,2023-01-27,1
474426,Rush Tennessee Lobos,2023-01-24,2023-02-06,2
474452,Rush Pennsylvania,2023-01-24,2023-03-06,12
474454,Rush Colorado,2023-01-24,2023-02-06,2
474457,Rush Union Georgia,2023-01-24,2023-01-27,4
474458,Rush Union Georgia,2023-01-24,2023-01-27,4
474463,Rush Florida,2023-01-24,2023-02-23,13
474469,Rush Wisconsin West,2023-01-24,2023-02-01,8
474482,Rush Union Georgia,2023-01-24,2023-01-27,4
474496,Rush Missouri,2023-01-24,2023-02-01,4
474511,Rush Florida,2023-01-25,2023-02-13,16
474512,Rush Tennessee Lobos,2023-01-25,2023-02-20,7
474526,Rush Colorado,2023-01-25,2023-02-02,1
474534,Rush Florida,2023-01-25,2023-01-27,6
474535,Rush Palm Beach,2023-01-25,2023-02-03,12
474541,Rush Psd,2023-01-25,2023-02-08,2
474542,Rush Florida,2023-01-25,2023-01-27,4
474550,Rush Southwest Missouri,2023-01-25,2023-02-06,7
474551,Rush Missouri,2023-01-25,2023-02-08,3
474553,Rush Kansas Wichita,2023-01-25,2023-02-07,4
474555,Rush Coastal Perdido,2023-01-25,2023-02-10,4
474557,Rush California,2023-01-25,2023-02-01,1
474558,Rush Missouri,2023-01-25,2023-02-02,2
474559,Rush Union Georgia,2023-01-25,2023-01-27,4
474561,Rush Coastal Bayside,2023-01-25,2023-02-07,2
474562,Rush Ny Syracuse,2023-01-24,2023-04-25,1
474567,Rush Union Georgia,2023-01-25,2023-02-06,4
474570,Rush Florida,2023-01-25,2023-02-13,6
474575,Rush Iowa,2023-01-25,2023-02-02,2
474577,Rush Minnesota,2023-01-25,2023-02-06,2
474580,Rush Chicago Oswego,2023-01-25,2023-03-02,2
474583,Rush Missouri,2023-01-25,2023-02-02,7
474586,Rush Union Georgia,2023-01-25,2023-02-01,4
474592,Rush Union Georgia,2023-01-25,2023-02-01,2
474594,Rush Tennessee Lobos,2023-01-25,2023-03-06,1
474596,Rush Coastal Perdido,2023-01-25,2023-02-06,3
474605,Rush Missouri,2023-01-25,2023-02-07,4
474607,Rush North Carolina,2023-01-25,2023-02-02,2
474608,Rush Ny Syracuse,2023-01-25,2023-02-02,3
474612,Rush Pennsylvania,2023-01-25,2023-02-10,1
474617,Rush Coastal Perdido,2023-01-25,2023-02-06,4
474619,Rush Union Georgia,2023-01-25,2023-01-27,5
474623,Rush Gateway,2023-01-25,2023-02-01,1
474625,Rush Washington,2023-01-25,2023-03-03,1
474636,Rush Fremont,2023-01-25,2023-02-07,3
474637,Rush Bellevue,2023-01-25,2023-03-02,4
474638,Rush Bellevue,2023-01-25,2023-02-02,6
474641,Rush Colorado,2023-01-25,2023-02-03,1
474647,Rush Bellevue,2023-01-25,2023-02-02,3
474649,Rush Southwest Missouri,2023-01-25,2023-02-13,1
474652,Rush Kansas,2023-01-25,2023-02-15,5
474655,Rush Colorado,2023-01-25,2023-02-02,4
474659,Rush Washington,2023-01-25,2023-02-15,14
474665,Rush Bellevue,2023-01-25,2023-02-02,2
474669,Rush Missouri,2023-01-25,2023-02-23,13
474675,Rush West Texas,2023-01-25,2023-02-07,4
474677,Rush California,2023-01-25,2023-02-03,5
474679,Rush Bellevue,2023-01-25,2023-02-14,4
474682,Rush Hawaii,2023-01-25,2023-02-02,2
474704,Rush Coastal Perdido,2023-01-25,2023-02-02,4
474709,Rush Coastal Perdido,2023-01-25,2023-02-06,2
474711,Rush Michigan Lansing,2023-01-25,2023-02-15,7
474713,Rush Missouri,2023-01-25,2023-03-03,2
474716,Rush Missouri,2023-01-25,2023-02-09,1
474721,Rush Southwest Missouri,2023-01-25,2023-02-03,4
474723,Rush Missouri,2023-01-25,2023-03-02,2
474727,Rush Northern Colorado,2023-01-25,2023-02-02,10
474729,Rush Vsa,2023-01-25,2023-02-02,6
474730,Rush Missouri,2023-01-25,2023-02-07,2
474733,Rush Missouri,2023-01-25,2023-02-02,12
474736,Rush Northern Colorado,2023-01-25,2023-03-03,3
474739,Rush Atletico Nv,2023-01-25,2023-02-10,4
474740,Rush California,2023-01-25,2023-02-02,12
474741,Rush Columbia Missouri,2023-01-25,2023-02-01,2
474750,Rush Southwest Missouri,2023-01-25,2023-02-07,4
474751,Rush Ct West Elite,2023-01-25,2023-02-01,4
474755,Rush Colorado,2023-01-25,2023-02-03,1
474756,Rush Coastal Perdido,2023-01-25,2023-03-02,2
474761,Rush Ny Syracuse,2023-01-25,2023-02-03,2
474762,Rush Missouri,2023-01-25,2023-02-13,1
474771,Rush Union Georgia,2023-01-25,2023-02-02,2
474772,Rush Missouri,2023-01-25,2023-02-10,7
474784,Rush Coastal Bayside,2023-01-25,2023-02-10,1
474787,Rush Missouri,2023-01-25,2023-02-07,2
474790,Rush Ny Albany,2023-01-25,2023-02-27,10
474800,Rush Pikes Peak,2023-01-25,2023-02-23,14
474801,Rush Hillsboro,2023-01-25,2023-02-01,1
474809,Rush Southwest Missouri,2023-01-25,2023-02-03,4
474810,Rush Ny Syracuse,2023-01-25,2023-02-08,3
474811,Rush Mountain,2023-01-25,2023-02-14,2
474812,Rush Iowa,2023-01-25,2023-01-30,3
474816,Rush Minnesota,2023-01-25,2023-03-17,1
474818,Rush West Texas,2023-01-25,2023-02-03,2
474819,Rush West Texas,2023-01-25,2023-02-03,2
474825,Rush Minnesota,2023-01-25,2023-01-30,13
474828,Rush Virginia,2023-01-25,2023-01-30,4
474830,Rush Minnesota,2023-01-25,2023-02-03,7
474831,Rush New Mexico,2023-01-25,2023-02-02,2
474837,Rush Southern Maryland,2023-01-25,2023-01-27,5
474841,Rush Missouri,2023-01-25,2023-03-02,7
474843,Rush Minnesota,2023-01-25,2023-02-03,2
474844,Rush Virginia,2023-01-25,2023-02-27,6
474845,Rush Union Georgia,2023-01-25,2023-02-07,4
474846,Rush Cajun Lafayette,2023-01-25,2023-02-06,2
474855,Rush Virginia,2023-01-25,2023-01-27,2
474856,Rush Union Georgia,2023-01-25,2023-02-08,4
474858,Rush Missouri,2023-01-25,2023-02-02,1
474862,Rush Bellevue,2023-01-25,2023-02-07,3
474863,Rush Minnesota,2023-01-25,2023-02-02,5
474865,Rush Florida,2023-01-25,2023-01-30,4
474867,Rush New Mexico,2023-01-25,2023-03-03,6
474870,Rush United Fc,2023-01-25,2023-02-07,6
474877,Rush Iowa,2023-01-25,2023-02-02,8
474883,Rush Minnesota,2023-01-25,2023-02-02,7
474884,Rush Fremont,2023-01-25,2023-03-17,1
474892,Rush Chicago Oswego,2023-01-25,2023-02-02,1
474903,Rush Ac Delray,2023-01-25,2023-02-02,2
474904,Rush Iowa,2023-01-25,2023-03-06,5
474909,Rush Florida,2023-01-25,2023-02-08,4
474919,Rush Ny Buffalo,2023-01-26,2023-03-03,8
474920,Rush Gateway,2023-01-26,2023-02-07,1
474927,Rush Union Georgia,2023-01-26,2023-03-03,5
474932,Rush Iowa,2023-01-26,2023-02-27,3
474935,Rush Coastal Perdido,2023-01-26,2023-03-03,2
474938,Rush Tennessee Lobos,2023-01-26,2023-02-03,6
474940,Rush Missouri,2023-01-26,2023-02-09,5
474943,Rush Hawaii,2023-01-26,2023-02-03,7
474944,Rush Chicago West,2023-01-26,2023-02-01,4
474946,Rush San Jose,2023-01-26,2023-02-16,7
474947,Rush Minnesota,2023-01-26,2023-02-03,10
474951,Rush Ac Delray,2023-01-26,2023-02-03,2
474955,Rush Florida,2023-01-26,2023-02-02,4
474957,Rush Minnesota,2023-01-26,2023-03-01,2
474968,Rush Union Georgia,2023-01-26,2023-02-01,8
474972,Rush Union Georgia,2023-01-26,2023-03-03,4
474975,Rush Union Georgia,2023-01-26,2023-02-01,4
474978,Rush San Jose,2023-01-26,2023-02-16,10
474982,Rush Minnesota,2023-01-26,2023-02-08,6
474992,Rush Wisconsin West,2023-01-26,2023-02-27,3
474997,Rush Ny Syracuse,2023-01-26,2023-02-01,2
475001,Rush Hawaii,2023-01-26,2023-01-27,2
475002,Rush Florida,2023-01-26,2023-02-03,4
475017,Rush Colorado,2023-01-26,2023-02-08,4
475018,Rush Minnesota,2023-01-26,2023-02-23,8
475019,Rush Bellevue,2023-01-26,2023-03-02,1
475024,Rush Tennessee Lobos,2023-01-26,2023-02-10,5
475032,Rush Minnesota,2023-01-26,2023-03-02,4
475035,Rush California,2023-01-26,2023-03-03,2
475036,Rush Minnesota,2023-01-26,2023-02-22,9
475045,Rush Minnesota,2023-01-26,2023-03-10,4
475046,Rush Mississippi,2023-01-26,2023-02-06,7
475047,Rush Minnesota,2023-01-26,2023-02-27,2
475048,Rush Union Georgia,2023-01-26,2023-02-27,4
475049,Rush Minnesota,2023-01-26,2023-03-10,5
475050,Rush Missouri,2023-01-26,2023-02-03,8
475052,Rush Iowa,2023-01-26,2023-02-03,6
475057,Rush Florida,2023-01-26,2023-02-22,15
475063,Rush Union Georgia,2023-01-26,2023-02-03,4
475064,Rush Iowa,2023-01-26,2023-03-10,5
475065,Rush Hawaii,2023-01-26,2023-02-02,3
475066,Rush Ac Delray,2023-01-26,2023-02-08,1
475067,Rush Ct West Elite,2023-01-26,2023-02-10,8
475069,Rush Mississippi,2023-01-26,2023-03-10,5
475077,Rush Minnesota,2023-01-26,2023-03-13,6
475079,Rush San Jose,2023-01-26,2023-02-03,4
475081,Rush Hawaii,2023-01-26,2023-03-10,2
475082,Rush California,2023-01-26,2023-03-03,32
475083,Rush Florida,2023-01-26,2023-02-02,4
475092,Rush Idaho,2023-01-26,2023-02-01,4
475093,Rush Hawaii,2023-01-26,2023-02-09,1
475097,Rush National Soccer,2023-01-26,2023-02-09,4
475101,Rush Alaska,2023-01-26,2023-03-09,3
475110,Rush Union Georgia,2023-01-26,2023-02-03,4
475112,Rush Iowa,2023-01-26,2023-02-02,3
475121,Rush North Carolina,2023-01-26,2023-02-16,5
475134,Rush Union Georgia,2023-01-26,2023-03-03,4
475135,Rush Quad Cities,2023-01-26,2023-02-20,2
475143,Rush Southern Maryland,2023-01-26,2023-03-13,2
475149,Rush Cajun Lafayette,2023-01-26,2023-02-08,4
475151,Rush Cajun Lafayette,2023-01-26,2023-03-02,4
475153,Rush Missouri,2023-01-26,2023-02-03,3
475156,Rush Colorado,2023-01-26,2023-02-14,2
475165,Rush Missouri,2023-01-26,2023-03-02,2
475177,Rush Ny Albany,2023-01-26,2023-03-15,1
475178,Rush Florida,2023-01-26,2023-02-10,6
475183,Rush Flatirons,2023-01-26,2023-02-16,6
475185,Rush Iowa,2023-01-26,2023-02-01,1
475189,Rush Missouri,2023-01-26,2023-03-03,1
475193,Rush Tennessee Lobos,2023-01-26,2023-03-17,9
475205,Rush Vsa,2023-01-26,2023-02-01,1
475210,Rush Coastal Perdido,2023-01-26,2023-03-02,2
475211,Rush Virginia,2023-01-26,2023-02-10,2
475216,Rush Minnesota,2023-01-26,2023-03-02,4
475245,Rush Florida,2023-01-26,2023-02-10,1
475251,Rush United Fc,2023-01-26,2023-02-20,10
475261,Rush Alabama,2023-01-26,2023-02-02,3
475262,Rush Union Georgia,2023-01-26,2023-02-06,4
475263,Rush Virginia,2023-01-27,2023-03-02,4
475264,Rush Hawaii,2023-01-27,2023-03-02,2
475273,Rush New Jersey Santos,2023-01-27,2023-02-23,12
475277,Rush Idaho,2023-01-27,2023-02-06,2
475278,Rush Missouri,2023-01-27,2023-02-03,2
475279,Rush Missouri,2023-01-27,2023-02-23,9
475280,Rush Idaho,2023-01-27,2023-02-06,6
475282,Rush Minnesota,2023-01-26,2023-11-08,13
475285,Rush Minnesota,2023-01-27,2023-02-08,6
475287,Rush Michigan Lansing,2023-01-27,2023-02-23,13
475293,Rush Minnesota,2023-01-27,2023-03-02,6
475294,Rush Quad Cities,2023-01-27,2023-02-03,2
475298,Rush Ct West Elite,2023-01-27,2023-03-02,6
475301,Rush Gateway,2023-01-27,2023-02-10,3
475302,Rush Northern Colorado,2023-01-27,2023-02-03,3
475306,Rush Missouri,2023-01-27,2023-02-02,3
475307,Rush Massachusetts North,2023-01-27,2023-02-07,2
475320,Rush Minnesota,2023-01-27,2023-02-07,12
475321,Rush Ct East Shoreline,2023-01-27,2023-02-23,4
475324,Rush Tennessee Lobos,2023-01-27,2023-02-06,6
475330,Rush San Jose,2023-01-27,2023-02-10,2
475340,Rush Kansas Wichita,2023-01-27,2023-02-23,5
475342,Rush Flatirons,2023-01-27,2023-02-10,4
475343,Rush Missouri,2023-01-27,2023-02-06,2
475359,Rush Florida,2023-01-27,2023-02-13,8
475363,Rush Missouri,2023-01-27,2023-02-14,6
475364,Rush Quad Cities,2023-01-27,2023-03-02,8
