order_id,Club Name,First Order Date,Latest Ship Date,Total Products Ordered,Time to ship,,
1117272,Rush Quad Cities,2023-10-26,2023-11-17,3,22,,
1117274,Rush New Jersey Santos,2023-10-26,2023-11-07,8,12,,
1117276,Rush South Texas,2023-10-26,2023-11-06,4,11,,
1117277,Rush Hillsboro,2023-10-26,2023-11-07,4,12,,
1117285,Rush Kansas,2023-10-26,2023-11-15,1,20,,
1117286,Rush Canada,2023-10-26,2023-11-10,14,15,,
1117291,Rush New Jersey Santos,2023-10-26,2023-11-07,6,12,,
1117311,Rush Canada,2023-10-26,2023-11-08,16,13,,
1117315,Rush Minnesota,2023-10-26,2023-11-07,6,12,,
1117321,Rush Ny Rochester,2023-10-26,2023-11-07,6,12,,
1117322,Rush Missouri,2023-10-26,2023-11-06,1,11,,
1117324,Rush Washington,2023-10-26,2023-11-07,5,12,,
1117327,Rush United Fc,2023-10-26,2023-11-07,13,12,,
1117328,Rush New Jersey Santos,2023-10-26,2023-11-09,13,14,,
1117333,Rush Ny Syracuse,2023-10-26,2023-11-08,13,13,,
1117334,Rush Canada,2023-10-26,2023-11-09,14,14,,
1117339,Rush Canada,2023-10-26,2023-11-10,16,15,,
1117340,Rush Idaho,2023-10-26,2023-11-07,2,12,,
1117346,Rush Washington,2023-10-26,2023-11-07,1,12,,
1117354,Rush Coastal Bayside,2023-10-26,2023-11-15,1,20,,
1117356,Rush Massachusetts,2023-10-26,2023-11-07,10,12,,
1117357,Rush Canada,2023-10-26,2023-11-07,11,12,,
1117358,Rush New Jersey,2023-10-26,2023-11-06,5,11,,
1117364,Rush Chicago West,2023-10-26,2023-11-07,9,12,,
1117369,Rush Twin Cities,2023-10-26,2023-11-07,8,12,,
1117371,Rush Minnesota,2023-10-26,2023-11-08,8,13,,
1117372,Rush New Mexico,2023-10-26,2023-11-07,2,12,,
1117374,Rush Idaho,2023-10-26,2023-11-08,1,13,,
1117376,Rush Minnesota,2023-10-26,2023-11-24,2,29,,
1117383,Rush New Jersey Santos,2023-10-27,2023-11-07,12,11,,
1117384,Rush New Jersey Santos,2023-10-27,2023-11-07,12,11,,
1117403,Rush Maryland,2023-10-27,2023-11-06,4,10,,
1117404,Rush Ny Syracuse,2023-10-27,2023-11-06,3,10,,
1117408,Rush Ny Syracuse,2023-10-27,2023-11-09,12,13,,
1117410,Rush Canada,2023-10-27,2023-11-09,17,13,,
1117421,Rush Canada,2023-10-27,2023-11-10,12,14,,
1117429,Rush Delmarva,2023-10-27,2023-11-06,6,10,,
1117431,Rush Columbia Missouri,2023-10-27,2024-01-03,3,68,,
1117433,Rush Mississippi,2023-10-27,2023-11-07,4,11,,
1117439,Rush Massachusetts,2023-10-27,2023-11-07,10,11,,
1117446,Rush Idaho,2023-10-27,2023-11-07,1,11,,
1117448,Rush Coastal Perdido,2023-10-27,2023-11-08,7,12,,
1117462,Rush North Carolina,2023-10-27,2023-11-07,10,11,,
1117469,Rush New Mexico,2023-10-27,2023-11-07,10,11,,
1117476,Rush New Mexico,2023-10-27,2023-11-09,15,13,,
1117484,Rush Unity Fc And Pa,2023-10-27,2023-11-07,12,11,,
1117486,Rush Idaho,2023-10-27,2023-11-07,6,11,,
1117491,Rush Ny Buffalo,2023-10-27,2023-11-07,4,11,,
1117495,Rush Colorado,2023-10-27,2023-11-08,1,12,,
1117498,Rush Wisconsin South East,2023-10-27,2023-11-07,2,11,,
1117505,Rush Ny Syracuse,2023-10-27,2023-11-15,2,19,,
1117508,Rush Missouri,2023-10-27,2023-10-31,2,4,,
1117510,Rush Alabama,2023-10-27,2023-11-14,2,18,,
1117515,Rush Ct East,2023-10-27,2023-11-08,17,12,,
1117522,Rush West Texas,2023-10-27,2023-11-06,10,10,,
1117524,Rush Idaho,2023-10-27,2023-11-06,1,10,,
1117531,Rush Ct West,2023-10-27,2023-11-07,3,11,,
1117534,Rush Missouri,2023-10-27,2023-12-05,8,39,,
1117542,Rush Canada,2023-10-27,2023-11-09,8,13,,
1117543,Rush Massachusetts,2023-10-27,2023-11-07,11,11,,
1117549,Rush Minnesota,2023-10-27,2023-11-07,10,11,,
1117555,Rush Pensacola Fc,2023-10-27,2023-11-06,3,10,,
1117558,Rush Atletico Nv,2023-10-27,2023-11-06,7,10,,
1117566,Rush Southwest Missouri,2023-10-27,2023-11-06,3,10,,
1117570,Rush Psd,2023-10-27,2023-11-06,1,10,,
1117581,Rush Alaska,2023-10-27,2023-11-07,7,11,,
1117585,Rush Idaho,2023-10-27,2023-11-06,6,10,,
1117590,Rush Washington,2023-10-27,2023-11-06,4,10,,
1117591,Rush Rock,2023-10-27,2023-11-07,7,11,,
1117596,Rush Lvu,2023-10-27,2023-11-07,2,11,,
1117601,Rush Gateway,2023-10-27,2024-01-04,4,69,,
1117603,Rush New Jersey Santos,2023-10-27,2023-11-07,6,11,,
1117604,Rush Mississippi,2023-10-27,2023-11-06,3,10,,
1117608,Rush Tennessee Lobos,2023-10-27,2023-11-09,10,13,,
1117610,Rush Washington,2023-10-27,2023-11-08,1,12,,
1117614,Rush Ct East,2023-10-27,2023-11-09,15,13,,
1117615,Rush Minnesota,2023-10-27,2023-11-08,2,12,,
1117626,Rush Hawaii,2023-10-28,2023-11-09,15,12,,
1117707,Rush Tennessee Lobos,2023-10-28,2023-11-08,3,11,,
1117716,Rush United Fc,2023-10-28,2023-11-08,6,11,,
1117723,Rush Twin Cities,2023-10-28,2023-11-08,4,11,,
1117725,Rush Gateway,2023-10-28,2023-12-01,3,34,,
1117729,Rush Canada,2023-10-28,2023-11-13,12,16,,
1117739,Rush Ny Syracuse,2023-10-28,2023-11-09,14,12,,
1117745,Rush Missouri,2023-10-28,2024-01-08,4,72,,
1117747,Rush Chicago North,2023-10-28,2023-11-08,9,11,,
1117748,Rush Rock,2023-10-28,2023-11-08,1,11,,
1117754,Rush Emerald Coast United,2023-10-28,2023-11-08,2,11,,
1117757,Rush Ny Albany,2023-10-28,2023-11-08,1,11,,
1117764,Rush Delmarva,2023-10-28,2023-11-08,1,11,,
1117775,Rush Southwest Virginia,2023-10-28,2023-11-24,4,27,,
1117776,Rush Atletico Nv,2023-10-28,2023-11-08,3,11,,
1117782,Rush Ny Syracuse,2023-10-28,2023-11-08,1,11,,
1117784,Rush Canada,2023-10-28,2023-11-08,11,11,,
1117789,Rush Tennessee Lobos,2023-10-28,2023-11-08,2,11,,
1117792,Rush Alaska,2023-10-28,2023-11-08,4,11,,
1117809,Rush Hawaii,2023-10-28,2023-11-08,8,11,,
1117816,Rush Wisconsin,2023-10-28,2023-11-09,12,12,,
1117817,Rush San Jose,2023-10-28,2023-11-08,6,11,,
1117823,Rush Delmarva,2023-10-28,2023-11-08,4,11,,
1117826,Rush Virginia,2023-10-28,2023-12-06,4,39,,
1117827,Rush Canada,2023-10-28,2023-11-09,14,12,,
1117828,Rush Idaho,2023-10-28,2023-11-08,3,11,,
1117832,Rush Missouri,2023-10-28,2023-11-08,5,11,,
1117836,Rush Northern Colorado,2023-10-28,2023-11-16,3,19,,
1117841,Rush Minnesota,2023-10-28,2023-11-08,2,11,,
1117849,Rush Missouri,2023-10-28,2023-11-08,2,11,,
1117863,Rush Hillsboro,2023-10-28,2023-11-15,4,18,,
1117868,Rush Atletico Nv,2023-10-28,2023-11-09,3,12,,
1117872,Rush Minnesota,2023-10-28,2023-11-08,1,11,,
1117873,Rush San Jose,2023-10-28,2023-11-09,4,12,,
1117875,Rush Hawaii,2023-10-29,2023-11-08,2,10,,
1117877,Rush Ny Albany,2023-10-29,2023-11-08,8,10,,
1117888,Rush Lvu,2023-10-29,2023-11-08,1,10,,
1117889,Rush Ny Rochester,2023-10-29,2023-11-10,13,12,,
1117890,Rush Virginia,2023-10-29,2023-11-08,2,10,,
1117894,Rush Twin Cities,2023-10-29,2023-11-15,1,17,,
1117899,Rush Washington,2023-10-29,2023-11-08,2,10,,
1117908,Rush Alabama,2023-10-29,2023-12-19,11,51,,
1117909,Rush Wisconsin West,2023-10-29,2023-11-08,6,10,,
1117918,Rush Wisconsin South East,2023-10-29,2023-12-12,3,44,,
1117920,Rush Star Cincinnati,2023-10-29,2023-11-08,7,10,,
1117921,Rush Ny Rochester,2023-10-29,2023-11-09,11,11,,
1117929,Rush Ny Rochester,2023-10-29,2023-11-09,7,11,,
1117933,Rush Alaska,2023-10-29,2023-11-08,3,10,,
1117934,Rush New Mexico,2023-10-29,2023-11-09,12,11,,
1117937,Rush Washington,2023-10-29,2023-11-08,2,10,,
1117938,Rush New Mexico,2023-10-29,2023-11-08,2,10,,
1117941,Rush Ny Select,2023-10-29,2023-11-08,2,10,,
1117942,Rush Mississippi,2023-10-29,2023-11-08,2,10,,
1117949,Rush Pennsylvania,2023-10-29,2023-11-21,2,23,,
1117954,Rush Canada,2023-10-29,2023-11-14,15,16,,
1117968,Rush Minnesota,2023-10-29,2023-11-08,7,10,,
1117974,Rush Ct East,2023-10-29,2023-12-01,4,33,,
1117976,Rush Ct West,2023-10-29,2023-11-09,12,11,,
1117982,Rush Ny Albany,2023-10-29,2023-11-08,12,10,,
1117984,Rush Ct West,2023-10-29,2023-11-08,1,10,,
1117985,Rush Idaho,2023-10-29,2023-11-09,1,11,,
1117988,Rush Ct West,2023-10-29,2023-11-10,14,12,,
1117989,Rush Chicago Oswego,2023-10-29,2024-01-15,4,78,,
1117993,Rush New Mexico,2023-10-29,2024-01-16,3,79,,
1118001,Rush New Mexico,2023-10-29,2023-11-08,7,10,,
1118003,Rush Kansas,2023-10-29,2023-11-08,1,10,,
1118004,Rush Wisconsin West,2023-10-29,2023-11-07,1,9,,
1118008,Rush Atletico Nv,2023-10-29,2023-11-07,2,9,,
1118017,Rush Idaho,2023-10-29,2023-11-08,3,10,,
1118019,Rush La Krewe Lafayette,2023-10-29,2023-11-08,1,10,,
1118021,Rush Union Georgia,2023-10-29,2023-11-08,3,10,,
1118025,Rush Minnesota,2023-10-29,2023-11-09,6,11,,
1118026,Rush Idaho,2023-10-29,2023-11-08,3,10,,
1118027,Rush Quincy,2023-10-29,2023-11-08,4,10,,
1118037,Rush Superior,2023-10-29,2023-11-13,15,15,,
1118050,Rush New Mexico,2023-10-29,2023-11-09,11,11,,
1118055,Rush Ct Select,2023-10-29,2023-11-15,1,17,,
1118056,Rush United Fc,2023-10-29,2023-11-08,11,10,,
1118057,Rush Idaho,2023-10-29,2023-11-08,8,10,,
1118060,Rush Kansas Wichita,2023-10-29,2023-11-15,7,17,,
1118071,Rush Missouri,2023-10-29,2023-11-08,2,10,,
1118079,Rush Gateway,2023-10-29,2023-12-11,3,43,,
1118085,Rush Wisconsin West,2023-10-29,2023-11-10,3,12,,
1118086,Rush Kansas,2023-10-29,2023-11-08,12,10,,
1118088,Rush Tennessee Lobos,2023-10-29,2023-11-08,9,10,,
1118091,Rush Hawaii,2023-10-30,2023-11-08,2,9,,
1118102,Rush Ny Rochester,2023-10-30,2023-11-09,7,10,,
1118132,Rush Wisconsin South East,2023-10-30,2023-11-08,4,9,,
1118137,Rush Kansas,2023-10-30,2023-11-08,1,9,,
1118142,Rush Union Georgia,2023-10-30,2023-11-08,1,9,,
1118152,Rush North Carolina,2023-10-30,2023-11-08,4,9,,
1118157,Rush Minnesota,2023-10-30,2023-11-08,6,9,,
1118160,Rush Star Cincinnati,2023-10-30,2023-11-08,3,9,,
1118163,Rush Canada,2023-10-30,2023-11-08,17,9,,
1118182,Rush Ny Rochester,2023-10-30,2023-11-08,10,9,,
1118184,Rush Canada,2023-10-30,2023-11-09,17,10,,
1118186,Rush La Krewe Lafayette,2023-10-30,2023-11-08,3,9,,
1118190,Rush West Texas,2023-10-30,2023-11-08,3,9,,
1118224,Rush Fremont,2023-10-30,2023-11-10,12,11,,
1118235,Rush Idaho,2023-10-30,2023-12-13,2,44,,
1118240,Rush New Mexico,2023-10-30,2023-12-11,9,42,,
1118246,Rush Star Cincinnati,2023-10-30,2023-11-08,2,9,,
1118260,Rush Fort Lauderdale,2023-10-30,2023-11-08,6,9,,
1118264,Rush Twin Cities,2023-10-30,2023-11-08,6,9,,
1118267,Rush Pennsylvania,2023-10-30,2023-11-08,8,9,,
1118271,Rush Idaho,2023-10-30,2023-11-09,10,10,,
1118272,Rush Wisconsin South East,2023-10-30,2023-11-08,5,9,,
1118273,Rush Bluffton,2023-10-30,2024-01-17,6,79,,
1118278,Rush Ny Syracuse,2023-10-30,2023-11-10,13,11,,
1118291,Rush Pennsylvania,2023-10-30,2023-11-08,2,9,,
1118307,Rush Fort Lauderdale,2023-10-30,2023-11-08,2,9,,
1118329,Rush Ct Select,2023-10-30,2023-11-08,4,9,,
1118331,Rush Ct East,2023-10-30,2023-11-08,4,9,,
1118334,Rush Pikes Peak,2023-10-30,2023-11-09,15,10,,
1118335,Rush Twin Cities,2023-10-30,2023-11-08,2,9,,
1118337,Rush Pensacola Fc,2023-10-30,2023-11-07,6,8,,
1118345,Rush Star Cincinnati,2023-10-30,2023-11-08,7,9,,
1118352,Rush Atletico Nv,2023-10-30,2023-11-09,6,10,,
1118359,Rush Alaska,2023-10-30,2023-11-10,14,11,,
1118364,Rush New Jersey Santos,2023-10-30,2023-11-08,12,9,,
1118372,Rush Ny Rochester,2023-10-30,2023-11-08,5,9,,
1118374,Rush Missouri,2023-10-30,2023-12-11,3,42,,
1118375,Rush Chicago Oswego,2023-10-30,2023-11-30,2,31,,
1118386,Rush Twin Cities,2023-10-30,2023-11-08,7,9,,
1118391,Rush Minnesota,2023-10-30,2023-11-08,6,9,,
1118392,Rush Kansas Wichita,2023-10-30,2023-11-08,6,9,,
1118394,Rush Pensacola Fc,2023-10-30,2023-11-15,1,16,,
1118401,Rush West Texas,2023-10-30,2023-11-08,2,9,,
1118409,Rush Alaska,2023-10-30,2023-11-09,18,10,,
1118411,Rush Washington,2023-10-30,2024-01-16,14,78,,
1118413,Rush Gateway,2023-10-30,2024-01-17,14,79,,
1118420,Rush Florida,2023-10-31,2023-11-09,13,9,,
1118422,Rush Ny Select,2023-10-31,2023-11-09,1,9,,
1118423,Rush Twin Cities,2023-10-31,2023-12-05,1,35,,
1118425,Rush Mississippi,2023-10-31,2023-11-07,1,7,,
1118444,Rush La Krewe Lafayette,2023-10-31,2023-11-08,1,8,,
1118452,Rush Florida,2023-10-31,2023-11-09,3,9,,
1118466,Rush Idaho,2023-10-31,2023-11-09,4,9,,
1118469,Rush Maryland,2023-10-31,2023-11-14,2,14,,
1118478,Rush New Mexico,2023-10-31,2023-11-10,15,10,,
1118481,Rush West Texas,2023-10-31,2023-11-08,4,8,,
1118509,Rush Superior,2023-10-31,2023-11-10,14,10,,
1118512,Rush Atletico Nv,2023-10-31,2023-11-10,7,10,,
1118513,Rush Mountain,2023-10-31,2023-11-09,1,9,,
1118515,Rush New Mexico,2023-10-31,2023-11-09,3,9,,
1118516,Rush Rock,2023-10-31,2023-11-09,4,9,,
1118518,Rush Superior,2023-10-31,2023-11-10,12,10,,
1118528,Rush Ny Rochester,2023-10-31,2023-11-13,15,13,,
1118531,Rush La Krewe Lafayette,2023-10-31,2023-12-11,2,41,,
1118532,Rush Superior,2023-10-31,2023-11-10,14,10,,
1118537,Rush Superior,2023-10-31,2023-11-09,17,9,,
1118538,Rush Coastal Bayside,2023-10-31,2023-11-07,1,7,,
1118551,Rush Alaska,2023-10-31,2023-11-09,16,9,,
1118557,Rush Maryland,2023-10-31,2023-11-07,1,7,,
1118558,Rush Idaho,2023-10-31,2023-12-13,10,43,,
1118559,Rush Wisconsin South East,2023-10-31,2023-11-09,5,9,,
1118563,Rush New Jersey Santos,2023-10-31,2023-11-13,12,13,,
1118564,Rush Florida,2023-10-31,2023-11-09,3,9,,
1118565,Rush Canada,2023-10-31,2023-11-09,9,9,,
1118576,Rush Ny Syracuse,2023-10-31,2023-11-09,3,9,,
1118578,Rush Wisconsin,2023-10-31,2023-11-09,9,9,,
1118579,Rush Minnesota,2023-10-31,2023-11-09,6,9,,
1118584,Rush United Fc,2023-10-31,2023-11-07,2,7,,
1118595,Rush Alaska,2023-10-31,2023-11-09,8,9,,
1118601,Rush Superior,2023-10-31,2023-11-13,12,13,,
1118610,Rush New Mexico,2023-10-31,2023-12-12,3,42,,
1118611,Rush Kansas Wichita,2023-10-31,2023-11-09,6,9,,
1118613,Rush Hawaii,2023-10-31,2023-11-07,10,7,,
1118623,Rush Wisconsin,2023-10-31,2023-11-10,3,10,,
1118633,Rush La Krewe Lafayette,2023-11-01,2023-11-09,1,8,,
1118647,Rush Ct West,2023-11-01,2023-11-10,2,9,,
1118658,Rush Kansas Wichita,2023-11-01,2023-11-07,2,6,,
1118666,Rush Washington,2023-11-01,2023-11-14,2,13,,
1118667,Rush Ny Syracuse,2023-11-01,2023-11-09,17,8,,
1118674,Rush Mississippi,2023-11-01,2023-11-09,4,8,,
1118691,Rush Ny Rochester,2023-11-01,2023-11-09,12,8,,
1118692,Rush Chicago West,2023-11-01,2023-11-10,9,9,,
1118697,Rush Kansas,2023-11-01,2023-11-09,2,8,,
1118699,Rush Kansas,2023-11-01,2023-11-07,5,6,,
1118706,Rush Florida,2023-11-01,2023-11-08,5,7,,
1118715,Rush New Mexico,2023-11-01,2023-11-08,1,7,,
1118721,Rush Tennessee Lobos,2023-11-01,2023-11-08,6,7,,
1118729,Rush Fort Lauderdale,2023-11-01,2023-11-07,2,6,,
1118733,Rush Ct Select,2023-11-01,2023-11-08,2,7,,
1118739,Rush Union Georgia,2023-11-01,2023-11-08,3,7,,
1118745,Rush Pennsylvania,2023-11-01,2023-11-08,4,7,,
1118747,Rush Twin Cities,2023-11-01,2023-11-08,1,7,,
1118757,Rush Lvu,2023-11-01,2023-11-09,1,8,,
1118760,Rush United Fc,2023-11-01,2023-11-10,1,9,,
1118763,Rush North Denver,2023-11-01,2023-11-10,12,9,,
1118772,Rush Ny Buffalo,2023-11-01,2023-11-09,4,8,,
1118773,Rush Canada,2023-11-01,2023-11-10,15,9,,
1118776,Rush Ac Delray,2023-11-01,2023-11-07,2,6,,
1118777,Rush Superior,2023-11-01,2023-11-09,12,8,,
1118779,Rush Coastal Bayside,2023-11-01,2023-12-13,1,42,,
1118785,Rush Chicago Oswego,2023-11-01,2023-11-09,2,8,,
1118790,Rush Canada,2023-11-01,2023-11-09,11,8,,
1118794,Rush Kansas Wichita,2023-11-01,2023-11-09,15,8,,
1118801,Rush Ny Syracuse,2023-11-01,2023-11-10,16,9,,
1118802,Rush Ny Select,2023-11-01,2023-11-07,1,6,,
1118803,Rush Superior,2023-11-01,2023-11-10,14,9,,
1118806,Rush North Denver,2023-11-01,2023-11-09,12,8,,
1118807,Rush Hawaii,2023-11-01,2023-11-08,6,7,,
1118808,Rush Tennessee Lobos,2023-11-01,2023-11-08,3,7,,
1118809,Rush Superior,2023-11-01,2023-11-14,15,13,,
1118814,Rush New Jersey Santos,2023-11-01,2023-11-09,9,8,,
1118816,Rush Ny Select,2023-11-01,2023-11-20,10,19,,
1118818,Rush Florida,2023-11-01,2023-11-07,2,6,,
1118819,Rush Ny Buffalo,2023-11-01,2023-11-10,13,9,,
1118828,Rush Ny Select,2023-11-01,2023-11-07,1,6,,
1118829,Rush Wisconsin South East,2023-11-01,2023-11-10,2,9,,
1118830,Rush Hawaii,2023-11-01,2023-11-09,1,8,,
1118832,Rush Canada,2023-11-01,2023-11-10,8,9,,
1118835,Rush Ct West,2023-11-01,2023-11-09,11,8,,
1118836,Rush West Texas,2023-11-01,2023-11-10,7,9,,
1118837,Rush Minnesota,2023-11-01,2023-11-09,6,8,,
1118844,Rush Wisconsin,2023-11-01,2023-11-09,12,8,,
1118849,Rush Minnesota,2023-11-01,2023-11-09,6,8,,
1118857,Rush West Texas,2023-11-01,2023-11-09,2,8,,
1118864,Rush Chicago Oswego,2023-11-01,2023-11-27,3,26,,
1118869,Rush Phoenix,2023-11-01,2023-11-09,4,8,,
1118877,Rush Ct West,2023-11-02,2023-11-09,9,7,,
1118878,Rush Ny Albany,2023-11-02,2023-11-09,13,7,,
1118893,Rush Lvu,2023-11-02,2023-11-16,11,14,,
1118896,Rush New Jersey Santos,2023-11-02,2023-11-09,3,7,,
1118898,Rush Wisconsin,2023-11-02,2023-11-09,2,7,,
1118912,Rush Mississippi,2023-11-02,2023-11-09,1,7,,
1118913,Rush Minnesota,2023-11-02,2023-11-09,6,7,,
1118934,Rush La Krewe Lafayette,2023-11-02,2023-11-09,2,7,,
1118964,Rush Ny Buffalo,2023-11-02,2023-11-09,8,7,,
1118966,Rush Chicago North,2023-11-02,2023-11-09,9,7,,
1118978,Rush Coastal Bayside,2023-11-02,2023-11-09,3,7,,
1118994,Rush Flatirons,2023-11-02,2023-11-09,1,7,,
1119002,Rush West Texas,2023-11-02,2023-11-10,8,8,,
1119011,Rush Florida,2023-11-02,2023-11-09,7,7,,
1119031,Rush New Jersey Santos,2023-11-02,2023-11-17,11,15,,
1119034,Rush Wisconsin West,2023-11-02,2023-11-09,1,7,,
1119036,Rush Ny Syracuse,2023-11-02,2023-11-09,1,7,,
1119049,Rush Ny Buffalo,2023-11-02,2023-11-14,13,12,,
1119060,Rush Hillsboro,2023-11-02,2023-11-09,1,7,,
1119084,Rush Virginia,2023-11-02,2023-11-17,2,15,,
1119093,Rush Virginia,2023-11-02,2023-11-09,1,7,,
1119096,Rush Chicago Oswego,2023-11-02,2023-11-10,11,8,,
1119103,Rush Ct West,2023-11-02,2023-11-16,6,14,,
1119112,Rush Pennsylvania,2023-11-02,2023-11-09,3,7,,
1119115,Rush Superior,2023-11-02,2023-11-13,2,11,,
1119119,Rush Ny Albany,2023-11-02,2023-11-07,1,5,,
1119121,Rush Twin Cities,2023-11-02,2023-11-09,13,7,,
1119123,Rush Ny Rochester,2023-11-02,2023-11-09,8,7,,
1119124,Rush Canada,2023-11-02,2023-11-10,12,8,,
1119133,Rush Superior,2023-11-02,2023-11-13,12,11,,
1119136,Rush Minnesota,2023-11-02,2023-11-09,6,7,,
1119137,Rush Washington,2023-11-02,2023-11-10,11,8,,
1119144,Rush North Carolina,2023-11-02,2023-11-09,9,7,,
1119145,Rush Pennsylvania,2023-11-02,2023-11-10,12,8,,
1119154,Rush West Texas,2023-11-02,2023-12-12,3,40,,
1119156,Rush Minnesota,2023-11-02,2023-11-09,6,7,,
1119158,Rush Mississippi,2023-11-02,2023-11-15,4,13,,
1119159,Rush Tennessee Lobos,2023-11-02,2023-11-09,8,7,,
1119161,Rush Florida,2023-11-02,2023-11-09,2,7,,
1119164,Rush Kansas,2023-11-02,2023-11-13,25,11,,
1119168,Rush La Krewe Lafayette,2023-11-02,2023-11-09,1,7,,
1119169,Rush Hawaii,2023-11-02,2023-11-10,15,8,,
1119170,Rush Hawaii,2023-11-03,2023-11-16,2,13,,
1119171,Rush Hawaii,2023-11-03,2023-11-09,7,6,,
1119178,Rush Virginia,2023-11-03,2023-11-09,1,6,,
1119206,Rush Unity Fc And Pa,2023-11-03,2023-11-09,10,6,,
1119208,Rush Tennessee Lobos,2023-11-03,2023-12-22,7,49,,
1119222,Rush Canada,2023-11-03,2023-11-09,10,6,,
1119224,Rush Pennsylvania,2023-11-03,2023-11-09,4,6,,
1119232,Rush Gateway,2023-11-03,2023-11-07,2,4,,
1119239,Rush Palm Beach,2023-11-03,2023-11-10,24,7,,
1119255,Rush Pennsylvania,2023-11-03,2023-11-07,2,4,,
1119257,Rush Ny Buffalo,2023-11-03,2023-11-10,13,7,,
1119263,Rush Idaho,2023-11-03,2023-11-13,1,10,,
1119278,Rush Pensacola Fc,2023-11-03,2023-11-07,1,4,,
1119293,Rush Chicago West,2023-11-03,2023-12-19,2,46,,
1119294,Rush Columbia Missouri,2023-11-03,2023-11-09,9,6,,
1119300,Rush Ny Rochester,2023-11-03,2023-11-10,12,7,,
1119304,Rush Ny Syracuse,2023-11-03,2023-11-13,13,10,,
1119322,Rush Tennessee Lobos,2023-11-03,2023-11-09,4,6,,
1119324,Rush North Denver,2023-11-03,2023-11-10,12,7,,
1119325,Rush Ny Buffalo,2023-11-03,2023-11-10,2,7,,
1119327,Rush Twin Cities,2023-11-03,2023-11-09,7,6,,
1119333,Rush Ny Rochester,2023-11-03,2023-11-10,2,7,,
1119343,Rush Star Cincinnati,2023-11-03,2023-12-05,13,32,,
1119347,Rush Southwest Missouri,2023-11-03,2023-11-10,1,7,,
1119348,Rush New Mexico,2023-11-03,2023-11-09,8,6,,
1119352,Rush Canada,2023-11-03,2023-11-10,7,7,,
1119354,Rush Hawaii,2023-11-03,2023-11-10,11,7,,
1119356,Rush New Mexico,2023-11-03,2023-11-09,11,6,,
1119363,Rush Ct East,2023-11-03,2023-11-09,9,6,,
1119365,Rush New Jersey,2023-11-03,2023-11-09,3,6,,
1119366,Rush Chicago North,2023-11-03,2023-11-09,6,6,,
1119367,Rush Ny Rochester,2023-11-03,2023-11-09,1,6,,
1119373,Rush Superior,2023-11-03,2023-11-20,14,17,,
1119376,Rush Chicago West,2023-11-03,2023-11-10,12,7,,
1119378,Rush Chicago Oswego,2023-11-03,2023-11-09,9,6,,
1119380,Rush Washington,2023-11-03,2023-11-09,7,6,,
1119382,Rush Ny Albany,2023-11-03,2023-11-15,4,12,,
1119384,Rush Ny Syracuse,2023-11-03,2023-11-10,12,7,,
1119385,Rush La Krewe Lafayette,2023-11-03,2023-11-09,1,6,,
1119386,Rush United Fc,2023-11-03,2023-11-09,6,6,,
1119406,Rush Ct Select,2023-11-03,2023-11-10,11,7,,
1119413,Rush Ct East,2023-11-03,2023-11-09,6,6,,
1119418,Rush Ny Albany,2023-11-04,2023-11-07,1,3,,
1119435,Rush Ny Albany,2023-11-04,2023-11-10,13,6,,
1119439,Rush Canada,2023-11-04,2023-11-10,15,6,,
1119462,Rush Florida,2023-11-04,2023-11-09,2,5,,
1119469,Rush Virginia,2023-11-04,2023-11-09,1,5,,
1119473,Rush Ct West,2023-11-04,2023-11-08,5,4,,
1119481,Rush Ct West,2023-11-04,2023-11-09,3,5,,
1119495,Rush Star Cincinnati,2023-11-04,2023-11-09,7,5,,
1119504,Rush New Jersey,2023-11-04,2023-11-09,3,5,,
1119512,Rush Ny Albany,2023-11-04,2023-11-09,12,5,,
1119522,Rush Ny Rochester,2023-11-04,2023-11-07,1,3,,
1119527,Rush Minnesota,2023-11-04,2023-11-09,6,5,,
1119530,Rush North Carolina,2023-11-04,2023-11-09,3,5,,
1119543,Rush Ct East,2023-11-04,2023-11-10,13,6,,
1119546,Rush Ny Buffalo,2023-11-04,2023-11-10,13,6,,
1119554,Rush Phoenix,2023-11-04,2023-11-09,5,5,,
1119556,Rush Kansas,2023-11-04,2023-11-10,12,6,,
1119575,Rush New Mexico,2023-11-04,2023-11-09,12,5,,
1119576,Rush Ny Rochester,2023-11-04,2023-11-07,2,3,,
1119595,Rush Florida,2023-11-04,2023-11-07,2,3,,
1119598,Rush Maryland,2023-11-04,2023-11-10,7,6,,
1119599,Rush South Texas,2023-11-04,2023-11-13,12,9,,
1119611,Rush Idaho,2023-11-04,2023-11-09,1,5,,
1119614,Rush Star Cincinnati,2023-11-04,2023-11-09,7,5,,
1119615,Rush Canada,2023-11-04,2023-11-10,11,6,,
1119617,Rush Kansas,2023-11-04,2023-11-10,1,6,,
1119620,Rush Ct East,2023-11-04,2023-11-10,11,6,,
1119621,Rush Ny Syracuse,2023-11-04,2023-11-10,2,6,,
1119633,Rush Massachusetts,2023-11-04,2023-11-08,11,4,,
1119634,Rush Ct Select,2023-11-04,2023-12-22,3,48,,
1119636,Rush Minnesota,2023-11-04,2023-11-09,6,5,,
1119645,Rush Superior,2023-11-04,2023-11-20,13,16,,
1119646,Rush New Jersey,2023-11-04,2023-11-08,5,4,,
1119652,Rush Mountain,2023-11-04,2023-11-14,2,10,,
1119654,Rush Gateway,2023-11-04,2023-11-07,3,3,,
